Time,l_per,l_abs,b_per,b_abs
1776800656,24.1,5755,15.3,2827
1776800667,24.1,5755,15.3,2827
1776800696,24.1,5764,15.3,2841
1776800710,24.1,5764,15.3,2841
1776800718,24.1,5764,15.3,2841
1776800732,24.2,5768,15.4,2847
1776800789,24.2,5768,15.4,2847
1776800794,24.2,5768,15.4,2847
1776800800,24.2,5768,15.4,2847
1776800808,24.2,5768,15.4,2847
1776800818,24.2,5768,15.4,2847
1776800880,24.2,5768,15.4,2847
1776800925,24.2,5768,15.4,2847
1776800928,24.2,5768,15.4,2847
1776800939,24.2,5768,15.4,2847
1776800973,24.2,5768,15.4,2847
1776800996,24.2,5768,15.4,2847
1776801023,24.2,5768,15.4,2847
1776801056,24.2,5768,15.4,2847
1776801059,24.2,5768,15.4,2847
1776801106,24.2,5768,15.4,2847
1776801107,24.2,5768,15.4,2847
1776801111,24.2,5768,15.4,2847
1776801122,24.2,5768,15.4,2847
1776801142,24.2,5768,15.4,2847
1776801215,24.2,5768,15.4,2847
1776801217,24.2,5768,15.4,2847
1776801232,24.2,5768,15.4,2847
1776801322,24.2,5768,15.4,2847
1776801350,24.2,5768,15.4,2847
1776801353,24.2,5768,15.4,2847
1776801355,24.2,5768,15.4,2847
1776801476,24.2,5768,15.4,2847
1776801491,24.2,5768,15.4,2847
1776801492,24.2,5768,15.4,2847
1776801495,24.2,5768,15.4,2847
1776801496,24.2,5768,15.4,2847
1776801499,24.2,5768,15.4,2847
1776801558,24.2,5768,15.4,2847
1776801585,24.2,5768,15.4,2847
1776801595,24.2,5768,15.4,2847
1776801601,24.2,5768,15.4,2847
1776801641,24.2,5768,15.4,2847
1776801674,24.2,5768,15.4,2847
1776801676,24.2,5768,15.4,2847
1776801677,24.2,5768,15.4,2847
1776801683,24.2,5768,15.4,2847
1776801689,24.2,5768,15.4,2847
1776801690,24.2,5773,15.4,2851
1776801693,24.2,5773,15.4,2851
1776801703,24.2,5773,15.4,2851
1776801711,24.2,5773,15.4,2852
1776801719,24.2,5773,15.4,2853
1776801721,24.2,5773,15.4,2853
1776801733,24.2,5773,15.4,2853
1776801735,24.2,5773,15.4,2853
1776801737,24.2,5773,15.4,2853
1776801746,24.2,5773,15.4,2853
1776801756,24.2,5773,15.4,2853
1776801764,24.2,5773,15.4,2853
1776801767,24.2,5773,15.4,2853
1776801780,24.2,5773,15.4,2853
1776801785,24.2,5773,15.4,2853
1776801791,24.2,5773,15.4,2853
1776801807,24.2,5773,15.4,2853
1776801817,24.2,5773,15.4,2853
1776801820,24.2,5773,15.4,2853
1776802136,24.2,5773,15.4,2853
1776802137,24.2,5773,15.4,2853
1776802210,24.2,5773,15.4,2853
1776802234,24.2,5773,15.4,2853
1776802296,24.2,5773,15.4,2853
1776802376,24.2,5773,15.4,2854
1776802388,24.2,5773,15.4,2854
1776802651,24.2,5773,15.4,2854
1776802665,24.2,5773,15.4,2854
1776803077,24.2,5786,15.5,2863
1776803283,24.2,5786,15.5,2863
1776803285,24.2,5786,15.5,2863
1776803290,24.2,5786,15.5,2863
1776803298,24.2,5786,15.5,2863
1776803321,24.2,5786,15.5,2863
1776803337,24.2,5786,15.5,2863
1776803345,24.2,5786,15.5,2863
1776803370,24.2,5786,15.5,2864
1776803371,24.2,5786,15.5,2864
1776803927,24.2,5786,15.5,2864
1776803928,24.2,5786,15.5,2864
1776803931,24.2,5786,15.5,2864
1776803938,24.2,5786,15.5,2864
1776803957,24.2,5786,15.5,2864
1776804005,24.2,5786,15.5,2864
1776804065,24.2,5786,15.5,2864
1776804260,24.3,5791,15.5,2867
1776804265,24.3,5791,15.5,2867
1776804330,24.3,5791,15.5,2867
1776804353,24.3,5791,15.5,2867
1776804464,24.3,5791,15.5,2867
1776804539,24.3,5791,15.5,2867
1776804583,24.3,5791,15.5,2867
1776804591,24.3,5791,15.5,2867
1776804760,24.3,5791,15.5,2867
1776805247,24.3,5791,15.5,2867
1776805247,24.3,5791,15.5,2867
1776805248,24.3,5791,15.5,2867
1776805257,24.3,5791,15.5,2867
1776805271,24.3,5791,15.5,2867
1776805273,24.3,5791,15.5,2867
1776805280,24.3,5791,15.5,2867
1776805283,24.3,5791,15.5,2867
1776805289,24.3,5791,15.5,2867
1776805296,24.3,5791,15.5,2867
1776805297,24.3,5791,15.5,2867
1776805306,24.3,5800,15.5,2871
1776805307,24.3,5800,15.5,2872
1776805311,24.3,5800,15.5,2872
1776805383,24.3,5800,15.5,2872
1776805388,24.3,5800,15.5,2872
1776805390,24.3,5800,15.5,2872
1776805513,24.3,5800,15.5,2872
1776805515,24.3,5800,15.5,2872
1776805517,24.3,5800,15.5,2872
1776805525,24.3,5800,15.5,2872
1776805547,24.3,5800,15.5,2872
1776805572,24.3,5800,15.5,2872
1776805609,24.3,5800,15.5,2872
1776805903,24.3,5800,15.5,2872
1776805906,24.3,5800,15.5,2872
1776805908,24.3,5800,15.5,2872
1776805911,24.3,5800,15.5,2872
1776805913,24.3,5800,15.5,2872
1776806041,24.3,5800,15.5,2872
1776806099,24.3,5800,15.5,2872
1776806104,24.3,5800,15.5,2872
1776806111,24.3,5800,15.5,2872
1776806119,24.3,5800,15.5,2872
1776806280,24.3,5800,15.5,2872
1776806399,24.3,5800,15.5,2872
1776806536,24.3,5800,15.5,2872
1776806538,24.3,5800,15.5,2872
1776806601,24.3,5800,15.5,2873
1776806613,24.3,5800,15.5,2873
1776806623,24.3,5800,15.5,2873
1776806624,24.3,5800,15.5,2873
1776806716,24.3,5800,15.5,2875
1776806717,24.3,5800,15.5,2875
1776806727,24.3,5800,15.5,2875
1776806747,24.3,5800,15.5,2875
1776806786,24.3,5800,15.5,2875
1776806789,24.3,5800,15.5,2875
1776806904,24.3,5800,15.5,2875
1776806961,24.3,5800,15.5,2875
1776807198,24.3,5800,15.5,2875
1776807228,24.3,5800,15.5,2875
1776807229,24.3,5800,15.5,2875
1776807250,24.3,5800,15.5,2875
1776807258,24.3,5800,15.5,2875
1776807338,24.3,5800,15.5,2875
1776807655,24.3,5800,15.5,2875
1776807662,24.3,5800,15.5,2875
1776807712,24.3,5800,15.5,2875
1776807748,24.3,5800,15.5,2875
1776807754,24.3,5800,15.5,2875
1776807778,24.3,5800,15.5,2875
1776807827,24.3,5800,15.5,2875
1776807915,24.3,5800,15.5,2875
1776808316,24.3,5800,15.5,2875
1776809460,24.3,5800,15.5,2875
1776809596,24.3,5800,15.5,2875
1776809639,24.3,5800,15.5,2875
1776809715,24.3,5800,15.5,2875
1776809934,24.3,5800,15.5,2875
1776810133,24.3,5800,15.5,2875
1776810181,24.3,5800,15.5,2875
1776810368,24.3,5800,15.5,2875
1776810665,24.3,5800,15.5,2875
1776811275,24.3,5800,15.5,2875
1776811283,24.3,5800,15.5,2875
1776811286,24.3,5801,15.5,2878
1776811293,24.3,5801,15.5,2878
1776811408,24.3,5801,15.5,2878
1776811435,24.3,5801,15.5,2878
1776811438,24.3,5801,15.5,2878
1776811509,24.3,5801,15.5,2878
1776811510,24.3,5801,15.5,2878
1776811520,24.3,5801,15.5,2878
1776811530,24.3,5801,15.5,2878
1776812218,24.3,5801,15.5,2878
1776812221,24.3,5801,15.5,2878
1776812276,24.3,5801,15.5,2878
1776812361,24.3,5802,15.6,2881
1776812715,24.3,5802,15.6,2881
1776812723,24.3,5802,15.6,2881
1776812756,24.3,5802,15.6,2881
1776812951,24.3,5802,15.6,2881
1776813702,24.3,5802,15.6,2881
1776814141,24.3,5802,15.6,2881
1776814145,24.3,5805,15.6,2883
1776814172,24.4,5835,15.6,2887
1776814204,24.4,5835,15.6,2887
1776814206,24.4,5835,15.6,2887
1776814225,24.4,5835,15.6,2888
1776814227,24.4,5835,15.6,2888
1776814237,24.4,5835,15.6,2888
1776814788,24.4,5835,15.6,2888
1776815020,24.4,5835,15.6,2888
1776815472,24.4,5835,15.6,2888
1776815496,24.4,5835,15.6,2888
1776815498,24.4,5835,15.6,2888
1776815504,24.4,5835,15.6,2888
1776815529,24.4,5835,15.6,2888
1776815645,24.4,5835,15.6,2888
1776815677,24.4,5835,15.6,2888
1776815914,24.4,5835,15.6,2888
1776815997,24.4,5835,15.6,2888
1776815999,24.4,5835,15.6,2888
1776816104,24.4,5835,15.6,2892
1776816559,24.4,5835,15.6,2892
1776816625,24.4,5835,15.6,2892
1776816929,24.4,5835,15.6,2892
1776817005,24.4,5835,15.6,2892
1776817008,24.4,5836,15.6,2893
1776817022,24.4,5836,15.6,2893
1776817357,24.4,5836,15.6,2893
1776817396,24.4,5836,15.6,2893
1776817436,24.4,5836,15.6,2893
1776817441,24.5,5843,15.6,2896
1776817445,24.5,5843,15.6,2896
1776817447,24.5,5843,15.6,2896
1776817470,24.5,5843,15.6,2896
1776817636,24.5,5843,15.6,2896
1776817648,24.5,5843,15.6,2896
1776818012,24.5,5843,15.6,2897
1776818066,24.5,5843,15.6,2897
1776818102,24.5,5843,15.6,2897
1776818365,24.5,5843,15.6,2897
1776818846,24.5,5843,15.6,2897
1776818849,24.5,5843,15.6,2897
1776819350,24.5,5843,15.6,2897
1776819352,24.5,5843,15.6,2897
1776819532,24.5,5843,15.6,2897
1776819580,24.5,5843,15.6,2897
1776819595,24.5,5843,15.6,2897
1776819662,24.5,5843,15.6,2897
1776820145,24.5,5843,15.6,2897
1776820445,24.5,5843,15.6,2897
1776820826,24.5,5843,15.6,2897
1776820828,24.5,5843,15.6,2897
1776820852,24.5,5843,15.6,2897
1776820879,24.5,5843,15.6,2898
1776821075,24.5,5843,15.6,2898
1776821086,24.5,5843,15.6,2898
1776821705,24.5,5843,15.6,2898
1776821722,24.5,5843,15.6,2898
1776821851,24.5,5843,15.6,2898
1776822083,24.5,5843,15.6,2898
1776822259,24.5,5843,15.6,2898
1776822670,24.5,5843,15.6,2898
1776822714,24.5,5843,15.6,2898
1776822929,24.5,5843,15.6,2898
1776823050,24.5,5843,15.6,2898
1776823456,24.5,5843,15.6,2898
