Time,l_per,l_abs,b_per,b_abs
1776710163,23.1,5505,13.9,2580
1776710163,23.1,5505,13.9,2582
1776710164,23.1,5505,13.9,2582
1776710164,23.1,5505,13.9,2582
1776710164,23.1,5505,14.0,2585
1776710165,23.1,5505,14.0,2585
1776710165,23.1,5505,14.0,2585
1776710165,23.1,5505,14.0,2585
1776710166,23.1,5505,14.0,2585
1776710166,23.1,5517,14.0,2591
1776710166,23.1,5517,14.0,2591
1776710167,23.1,5517,14.0,2591
1776710167,23.1,5517,14.0,2591
1776710167,23.1,5517,14.0,2591
1776710167,23.1,5517,14.0,2591
1776710168,23.1,5517,14.0,2591
1776710168,23.1,5517,14.0,2591
1776710169,23.1,5519,14.0,2592
1776710169,23.1,5521,14.0,2594
1776710169,23.1,5521,14.0,2594
1776710169,23.2,5524,14.0,2597
1776710170,23.2,5524,14.0,2597
1776710170,23.2,5524,14.0,2597
1776710170,23.2,5524,14.0,2597
1776710171,23.2,5524,14.0,2597
1776710171,23.2,5525,14.0,2598
1776710171,23.2,5525,14.0,2598
1776710172,23.2,5525,14.0,2598
1776710172,23.2,5525,14.0,2600
1776710173,23.2,5525,14.0,2601
1776710173,23.2,5525,14.0,2601
1776710173,23.2,5525,14.0,2601
1776710174,23.2,5525,14.0,2601
1776710175,23.2,5525,14.0,2601
1776710175,23.2,5525,14.0,2601
1776710176,23.2,5525,14.0,2601
1776710176,23.2,5525,14.0,2601
1776710176,23.2,5525,14.0,2601
1776710176,23.2,5525,14.0,2601
1776710177,23.2,5525,14.0,2601
1776710177,23.2,5525,14.0,2601
1776710177,23.2,5525,14.0,2601
1776710178,23.2,5525,14.0,2601
1776710179,23.2,5525,14.0,2601
1776710180,23.2,5525,14.0,2601
1776710180,23.2,5525,14.0,2601
1776710181,23.2,5525,14.0,2601
1776710182,23.2,5525,14.0,2601
1776710182,23.2,5525,14.0,2601
1776710183,23.2,5525,14.0,2601
1776710183,23.2,5526,14.1,2603
1776710184,23.2,5526,14.1,2603
1776710184,23.2,5526,14.1,2603
1776710184,23.2,5526,14.1,2604
1776710185,23.2,5526,14.1,2604
1776710185,23.2,5526,14.1,2604
1776710186,23.2,5526,14.1,2604
1776710186,23.2,5526,14.1,2604
1776710187,23.2,5526,14.1,2604
1776710188,23.2,5526,14.1,2604
1776710188,23.2,5526,14.1,2605
1776710189,23.2,5526,14.1,2605
1776710190,23.2,5526,14.1,2609
1776710191,23.2,5526,14.1,2609
1776710192,23.2,5526,14.1,2613
1776710193,23.2,5526,14.1,2613
1776710194,23.2,5526,14.1,2613
1776710194,23.2,5526,14.1,2613
1776710195,23.2,5526,14.1,2613
1776710195,23.2,5526,14.1,2613
1776710195,23.2,5526,14.1,2613
1776710196,23.2,5526,14.1,2613
1776710196,23.2,5526,14.1,2613
1776710197,23.2,5526,14.1,2613
1776710198,23.2,5526,14.1,2613
1776710198,23.2,5526,14.1,2613
1776710199,23.2,5526,14.1,2613
1776710199,23.2,5526,14.1,2615
1776710200,23.2,5526,14.1,2615
1776710201,23.2,5526,14.1,2615
1776710210,23.2,5526,14.1,2615
1776710210,23.2,5526,14.1,2615
1776710210,23.2,5526,14.1,2615
1776710211,23.2,5526,14.1,2615
1776710212,23.2,5526,14.1,2615
1776710212,23.2,5526,14.1,2615
1776710213,23.2,5526,14.1,2615
1776710214,23.2,5526,14.1,2615
1776710214,23.2,5526,14.1,2615
1776710215,23.2,5526,14.1,2615
1776710215,23.2,5526,14.1,2615
1776710217,23.2,5526,14.1,2615
1776710218,23.2,5527,14.1,2617
1776710219,23.2,5527,14.1,2617
1776710219,23.2,5534,14.2,2621
1776710220,23.2,5534,14.2,2621
1776710221,23.2,5534,14.2,2621
1776710222,23.2,5534,14.2,2621
1776710223,23.2,5534,14.2,2621
1776710224,23.2,5534,14.2,2621
1776710224,23.2,5534,14.2,2621
1776710226,23.2,5534,14.2,2621
1776710226,23.2,5534,14.2,2621
1776710227,23.2,5534,14.2,2621
1776710227,23.2,5534,14.2,2621
1776710228,23.2,5534,14.2,2621
1776710229,23.2,5534,14.2,2622
1776710229,23.2,5534,14.2,2622
1776710230,23.2,5534,14.2,2622
1776710230,23.2,5534,14.2,2622
1776710231,23.2,5534,14.2,2622
1776710232,23.2,5534,14.2,2622
1776710233,23.2,5534,14.2,2622
1776710233,23.2,5534,14.2,2622
1776710234,23.2,5534,14.2,2622
1776710236,23.2,5534,14.2,2622
1776710237,23.2,5534,14.2,2622
1776710240,23.2,5534,14.2,2622
1776710241,23.2,5534,14.2,2622
1776710241,23.2,5534,14.2,2622
1776710242,23.2,5534,14.2,2622
1776710244,23.2,5534,14.2,2622
1776710245,23.2,5534,14.2,2622
1776710245,23.2,5534,14.2,2622
1776710246,23.2,5534,14.2,2622
1776710247,23.2,5534,14.2,2622
1776710257,23.2,5534,14.2,2622
1776710258,23.2,5534,14.2,2622
1776710258,23.2,5534,14.2,2622
1776710259,23.2,5534,14.2,2622
1776710261,23.2,5534,14.2,2622
1776710299,23.2,5534,14.2,2622
1776710310,23.2,5534,14.2,2622
1776710330,23.2,5534,14.2,2622
1776710331,23.2,5534,14.2,2624
1776710332,23.2,5534,14.2,2625
1776710333,23.2,5534,14.2,2625
1776710334,23.2,5536,14.2,2627
1776710335,23.2,5536,14.2,2627
1776710336,23.2,5536,14.2,2627
1776710336,23.2,5536,14.2,2627
1776710337,23.3,5557,14.3,2651
1776710338,23.3,5557,14.3,2651
1776710338,23.3,5557,14.3,2651
1776710339,23.3,5557,14.3,2651
1776710341,23.3,5557,14.3,2651
1776710346,23.3,5557,14.3,2651
1776710347,23.3,5557,14.3,2651
1776710348,23.3,5557,14.3,2651
1776710349,23.3,5557,14.3,2652
1776710351,23.3,5557,14.3,2652
1776710352,23.3,5557,14.3,2652
1776710353,23.3,5557,14.3,2652
1776710355,23.3,5557,14.3,2652
1776710357,23.3,5558,14.3,2653
1776710357,23.3,5558,14.3,2653
1776710358,23.3,5558,14.3,2653
1776710358,23.3,5558,14.3,2653
1776710359,23.3,5562,14.4,2663
1776710360,23.3,5562,14.4,2663
1776710361,23.3,5567,14.4,2675
1776710362,23.3,5567,14.4,2675
1776710363,23.3,5567,14.4,2676
1776710364,23.3,5567,14.4,2676
1776710364,23.3,5567,14.4,2676
1776710365,23.3,5567,14.4,2676
1776710366,23.3,5567,14.5,2680
1776710366,23.3,5567,14.5,2680
1776710367,23.3,5567,14.5,2680
1776710369,23.3,5567,14.5,2680
1776710370,23.3,5567,14.5,2680
1776710372,23.4,5592,14.6,2696
1776710373,23.4,5592,14.6,2696
1776710375,23.4,5592,14.6,2696
1776710376,23.4,5594,14.6,2698
1776710377,23.4,5594,14.6,2698
1776710379,23.4,5594,14.6,2698
1776710380,23.4,5594,14.6,2700
1776710380,23.4,5594,14.6,2700
1776710381,23.4,5594,14.6,2700
1776710381,23.4,5594,14.6,2703
1776710382,23.4,5594,14.6,2703
1776710383,23.5,5597,14.6,2705
1776710383,23.5,5597,14.6,2705
1776710384,23.5,5597,14.6,2705
1776710385,23.5,5597,14.6,2705
1776710393,23.5,5597,14.6,2705
1776710393,23.5,5597,14.6,2705
1776710394,23.5,5597,14.6,2705
1776710395,23.5,5597,14.6,2705
1776710397,23.5,5597,14.6,2705
1776710397,23.5,5597,14.6,2706
1776710398,23.5,5597,14.6,2706
1776710454,23.5,5597,14.6,2706
1776710454,23.5,5597,14.6,2706
1776710455,23.5,5597,14.6,2706
1776710456,23.5,5597,14.6,2706
1776710458,23.5,5597,14.6,2706
1776710459,23.5,5597,14.6,2706
1776710460,23.5,5597,14.6,2706
1776710460,23.5,5597,14.6,2706
1776710462,23.5,5597,14.6,2706
1776710463,23.5,5597,14.6,2706
1776710464,23.5,5597,14.6,2706
1776710465,23.5,5597,14.6,2706
1776710467,23.5,5597,14.6,2706
1776710468,23.5,5597,14.6,2706
1776710469,23.5,5597,14.6,2706
1776710471,23.5,5597,14.6,2706
1776710473,23.5,5597,14.6,2706
1776710475,23.5,5602,14.7,2714
1776710483,23.5,5602,14.7,2714
1776710484,23.5,5602,14.7,2714
1776710485,23.5,5602,14.7,2714
1776710486,23.5,5602,14.7,2714
1776710487,23.5,5602,14.7,2714
1776710489,23.5,5602,14.7,2714
1776710490,23.5,5602,14.7,2714
1776710491,23.5,5602,14.7,2714
1776710492,23.5,5602,14.7,2714
1776710494,23.5,5602,14.7,2714
1776710496,23.5,5602,14.7,2714
1776710500,23.5,5602,14.7,2714
1776710502,23.5,5602,14.7,2714
1776710503,23.5,5602,14.7,2715
1776710505,23.5,5602,14.7,2715
1776710507,23.5,5602,14.7,2715
1776710509,23.5,5602,14.7,2715
1776710511,23.5,5602,14.7,2715
1776710511,23.5,5607,14.7,2717
1776710514,23.5,5607,14.7,2719
1776710515,23.5,5607,14.7,2719
1776710518,23.5,5610,14.7,2723
1776710519,23.5,5610,14.7,2723
1776710520,23.5,5610,14.7,2723
1776710521,23.5,5610,14.7,2723
1776710522,23.5,5610,14.7,2723
1776710522,23.5,5610,14.7,2723
1776710523,23.5,5610,14.7,2723
1776710524,23.5,5610,14.7,2723
1776710531,23.5,5610,14.7,2723
1776710532,23.5,5610,14.7,2723
1776710534,23.5,5610,14.7,2723
1776710554,23.5,5610,14.7,2723
1776710554,23.5,5610,14.7,2723
1776710557,23.5,5610,14.7,2724
1776710576,23.5,5610,14.7,2724
1776710577,23.5,5610,14.7,2724
1776710580,23.5,5610,14.7,2724
1776710582,23.5,5610,14.7,2724
1776710584,23.5,5610,14.7,2724
1776710602,23.5,5610,14.7,2724
1776710603,23.5,5610,14.7,2724
1776710605,23.5,5610,14.7,2724
1776710639,23.5,5610,14.7,2724
1776710655,23.5,5610,14.7,2724
1776710656,23.5,5610,14.7,2724
1776710660,23.5,5610,14.7,2724
1776710662,23.5,5610,14.7,2724
1776710663,23.5,5610,14.7,2724
1776710664,23.5,5610,14.7,2724
1776710713,23.5,5610,14.7,2724
1776710716,23.5,5610,14.7,2724
1776710726,23.5,5610,14.7,2724
1776710728,23.5,5610,14.7,2724
1776710735,23.5,5610,14.7,2724
1776710736,23.5,5610,14.7,2724
1776710749,23.5,5610,14.7,2724
1776710751,23.5,5610,14.7,2724
1776710759,23.5,5610,14.7,2724
1776710786,23.5,5612,14.7,2728
1776710832,23.5,5612,14.7,2728
1776710833,23.5,5612,14.7,2728
1776710843,23.5,5612,14.7,2728
1776710845,23.5,5612,14.7,2728
1776710850,23.5,5612,14.7,2728
1776710852,23.5,5612,14.7,2728
1776710855,23.5,5612,14.7,2728
1776710855,23.5,5612,14.7,2728
1776710856,23.5,5612,14.7,2728
1776710858,23.5,5612,14.7,2728
1776710866,23.5,5612,14.7,2728
1776710868,23.5,5612,14.7,2728
1776710870,23.5,5613,14.7,2731
1776710871,23.5,5613,14.7,2731
1776710873,23.5,5613,14.7,2731
1776710874,23.6,5625,14.8,2741
1776710877,23.6,5625,14.8,2741
1776710881,23.6,5625,14.8,2741
1776710883,23.6,5625,14.8,2742
1776710884,23.6,5625,14.8,2743
1776710886,23.6,5625,14.8,2743
1776710887,23.6,5625,14.8,2743
1776710889,23.6,5625,14.8,2743
1776710893,23.6,5625,14.8,2743
1776710894,23.6,5625,14.8,2743
1776710895,23.6,5625,14.8,2743
1776710896,23.6,5625,14.8,2743
1776710900,23.6,5625,14.8,2743
1776710903,23.6,5625,14.8,2746
1776710904,23.6,5625,14.8,2746
1776710906,23.6,5625,14.8,2746
1776710907,23.6,5625,14.8,2746
1776710909,23.6,5625,14.8,2746
1776710911,23.6,5625,14.8,2746
1776710913,23.6,5625,14.8,2746
1776710914,23.6,5625,14.8,2746
1776710915,23.6,5625,14.8,2746
1776710916,23.6,5625,14.8,2746
1776710918,23.6,5625,14.8,2746
1776710920,23.6,5627,14.8,2748
1776710926,23.6,5627,14.8,2748
1776710927,23.6,5627,14.8,2748
1776710928,23.6,5627,14.8,2748
1776710930,23.6,5627,14.8,2748
1776710935,23.6,5627,14.8,2748
1776710942,23.6,5627,14.8,2748
1776710945,23.6,5627,14.8,2748
1776710946,23.6,5627,14.8,2748
1776710948,23.6,5627,14.8,2748
1776710951,23.6,5627,14.8,2748
1776710969,23.6,5627,14.8,2748
1776710970,23.6,5627,14.8,2748
1776711001,23.6,5627,14.8,2748
1776711067,23.6,5627,14.8,2748
1776711088,23.6,5627,14.8,2748
1776711092,23.6,5627,14.8,2748
1776711152,23.6,5627,14.8,2748
1776711156,23.6,5627,14.8,2748
1776711159,23.6,5627,14.8,2748
1776711183,23.6,5627,14.8,2748
1776711187,23.6,5627,14.8,2748
1776711188,23.6,5627,14.8,2748
1776711238,23.6,5627,14.8,2748
1776711244,23.6,5627,14.8,2748
1776711251,23.6,5627,14.8,2748
1776711253,23.6,5627,14.8,2748
1776711254,23.6,5627,14.8,2748
1776711255,23.6,5627,14.8,2750
1776711259,23.6,5628,14.9,2753
1776711263,23.6,5628,14.9,2753
1776711264,23.6,5628,14.9,2753
1776711276,23.6,5628,14.9,2753
1776711316,23.6,5628,14.9,2753
1776711320,23.6,5642,14.9,2757
1776711323,23.6,5642,14.9,2757
1776711323,23.6,5642,14.9,2757
1776711324,23.6,5642,14.9,2757
1776711329,23.6,5642,14.9,2757
1776711375,23.6,5642,14.9,2757
1776711380,23.6,5642,14.9,2757
1776711383,23.6,5642,14.9,2757
1776711393,23.6,5642,14.9,2757
1776711403,23.6,5642,14.9,2757
1776711405,23.6,5642,14.9,2757
1776711447,23.6,5642,14.9,2757
1776711448,23.6,5642,14.9,2757
1776711452,23.6,5642,14.9,2757
1776711455,23.6,5642,14.9,2757
1776711456,23.6,5642,14.9,2757
1776711465,23.6,5642,14.9,2757
1776711466,23.6,5642,14.9,2757
1776711482,23.6,5642,14.9,2757
1776711503,23.6,5642,14.9,2757
1776711509,23.6,5642,14.9,2757
1776711511,23.6,5642,14.9,2757
1776711513,23.6,5642,14.9,2757
1776711517,23.6,5642,14.9,2757
1776711520,23.6,5642,14.9,2757
1776711524,23.6,5642,14.9,2757
1776711525,23.6,5642,14.9,2757
1776711527,23.6,5642,14.9,2757
1776711535,23.6,5642,14.9,2757
1776711543,23.6,5642,14.9,2757
1776711611,23.7,5660,14.9,2765
1776711617,23.7,5660,14.9,2765
1776711635,23.7,5660,14.9,2765
1776711640,23.7,5660,14.9,2765
1776711641,23.7,5660,14.9,2765
1776711666,23.7,5660,14.9,2765
1776711726,23.7,5660,14.9,2768
1776711731,23.7,5660,14.9,2768
1776711733,23.7,5660,14.9,2768
1776711741,23.7,5660,14.9,2768
1776711770,24.0,5738,15.1,2793
1776711770,24.0,5738,15.1,2793
1776711784,24.0,5738,15.1,2793
1776711785,24.0,5738,15.1,2793
1776711786,24.0,5738,15.1,2793
1776711789,24.0,5738,15.1,2793
1776711792,24.0,5738,15.1,2793
1776711793,24.0,5738,15.1,2793
1776711794,24.0,5738,15.1,2793
1776711797,24.0,5738,15.1,2793
1776711802,24.0,5738,15.1,2793
1776711803,24.0,5738,15.1,2793
1776711805,24.0,5738,15.1,2793
1776711836,24.0,5738,15.1,2793
1776711841,24.0,5738,15.1,2793
1776711845,24.0,5738,15.1,2793
1776711859,24.0,5738,15.1,2793
1776711876,24.0,5738,15.1,2793
1776711879,24.0,5738,15.1,2794
1776711913,24.0,5738,15.1,2794
1776711918,24.0,5738,15.1,2794
1776711921,24.0,5738,15.1,2794
1776711932,24.0,5738,15.1,2794
1776711970,24.1,5743,15.1,2797
1776711993,24.1,5753,15.2,2808
1776711994,24.1,5753,15.2,2808
1776711999,24.1,5753,15.2,2808
1776712012,24.1,5753,15.2,2808
1776712013,24.1,5753,15.2,2808
1776712033,24.1,5753,15.2,2808
1776712034,24.1,5753,15.2,2808
1776712054,24.1,5753,15.2,2808
1776712063,24.1,5753,15.2,2808
1776712068,24.1,5753,15.2,2808
1776712073,24.1,5753,15.2,2808
1776712076,24.1,5753,15.2,2808
1776712077,24.1,5753,15.2,2808
1776712083,24.1,5753,15.2,2808
1776712151,24.1,5753,15.2,2808
1776712228,24.1,5753,15.2,2808
1776712230,24.1,5753,15.2,2808
1776712232,24.1,5753,15.2,2808
1776712263,24.1,5753,15.2,2809
1776712283,24.1,5753,15.2,2809
1776712393,24.1,5753,15.2,2809
1776712394,24.1,5753,15.2,2809
1776712403,24.1,5753,15.2,2809
1776712404,24.1,5753,15.2,2809
1776712406,24.1,5753,15.2,2809
1776712409,24.1,5753,15.2,2809
1776712424,24.1,5753,15.2,2809
1776712426,24.1,5753,15.2,2809
1776712433,24.1,5753,15.2,2809
1776712437,24.1,5753,15.2,2809
1776712445,24.1,5753,15.2,2809
1776712453,24.1,5753,15.2,2809
1776712533,24.1,5753,15.2,2809
1776712546,24.1,5753,15.2,2809
1776712550,24.1,5753,15.2,2809
1776712604,24.1,5753,15.2,2809
1776712609,24.1,5753,15.2,2809
1776712633,24.1,5753,15.2,2809
1776712638,24.1,5755,15.2,2812
1776712639,24.1,5755,15.2,2812
1776712642,24.1,5755,15.2,2812
1776712672,24.1,5755,15.2,2812
1776712676,24.1,5755,15.2,2815
1776712696,24.1,5755,15.2,2817
1776712699,24.1,5755,15.2,2817
1776712704,24.1,5755,15.2,2817
1776712705,24.1,5755,15.2,2817
1776712724,24.1,5755,15.2,2817
1776712756,24.1,5755,15.2,2817
1776712758,24.1,5755,15.2,2817
1776712767,24.1,5755,15.2,2817
1776712817,24.1,5755,15.2,2817
1776712821,24.1,5755,15.2,2817
1776712825,24.1,5755,15.2,2817
1776712834,24.1,5755,15.2,2817
1776712861,24.1,5755,15.2,2817
1776712906,24.1,5755,15.2,2817
1776712998,24.1,5755,15.2,2817
1776713000,24.1,5755,15.2,2817
1776713082,24.1,5755,15.2,2817
1776713120,24.1,5755,15.2,2817
1776713134,24.1,5755,15.2,2817
1776713135,24.1,5755,15.2,2817
1776713138,24.1,5755,15.2,2817
1776713140,24.1,5755,15.2,2817
1776713144,24.1,5755,15.2,2818
1776713154,24.1,5755,15.2,2818
1776713180,24.1,5755,15.2,2818
1776713228,24.1,5755,15.2,2818
1776713235,24.1,5755,15.2,2819
1776713241,24.1,5755,15.2,2819
1776713245,24.1,5755,15.2,2819
1776713261,24.1,5755,15.2,2819
1776713264,24.1,5756,15.2,2820
1776713280,24.1,5756,15.2,2820
1776713282,24.1,5756,15.2,2821
1776713284,24.1,5756,15.2,2821
1776713285,24.1,5756,15.2,2821
1776713287,24.1,5756,15.2,2821
1776713289,24.1,5756,15.2,2821
1776713290,24.1,5757,15.3,2825
1776713291,24.2,5766,15.3,2829
1776713295,24.2,5766,15.3,2829
1776713298,24.2,5766,15.3,2829
1776713303,24.3,5788,15.3,2841
1776713305,24.3,5788,15.3,2841
1776713307,24.3,5788,15.3,2841
1776713309,24.3,5788,15.3,2841
1776713310,24.3,5788,15.3,2842
1776713313,24.3,5788,15.3,2842
1776713318,24.3,5792,15.4,2848
1776713321,24.3,5792,15.4,2848
1776713325,24.3,5792,15.4,2850
1776713329,24.3,5792,15.4,2850
1776713333,24.3,5794,15.4,2854
1776713335,24.3,5794,15.4,2854
1776713344,24.3,5794,15.4,2854
1776713360,24.3,5794,15.4,2854
1776713373,24.3,5794,15.4,2854
1776713404,24.3,5794,15.4,2854
1776713405,24.3,5803,15.4,2858
1776713406,24.3,5803,15.4,2858
1776713423,24.3,5803,15.4,2858
1776713434,24.3,5803,15.4,2858
1776713438,24.3,5803,15.4,2858
1776713440,24.3,5803,15.4,2858
1776713456,24.3,5803,15.4,2858
1776713484,24.3,5803,15.4,2858
1776713487,24.3,5803,15.4,2858
1776713495,24.3,5803,15.4,2858
1776713499,24.3,5803,15.4,2858
1776713724,24.3,5803,15.4,2859
1776713987,24.3,5803,15.4,2859
1776714097,24.3,5803,15.4,2859
1776714114,24.3,5803,15.4,2859
1776714120,24.3,5803,15.4,2859
1776714357,24.3,5803,15.4,2859
1776714361,24.3,5803,15.4,2859
1776714493,24.3,5803,15.4,2859
1776714497,24.3,5803,15.4,2859
1776714498,24.3,5803,15.4,2859
1776714500,24.3,5803,15.4,2859
1776714504,24.3,5803,15.4,2859
1776714510,24.3,5803,15.4,2859
1776714511,24.3,5803,15.4,2859
1776714514,24.3,5803,15.4,2859
1776714526,24.3,5803,15.4,2859
1776714531,24.3,5803,15.4,2859
1776714541,24.3,5803,15.4,2859
1776714548,24.3,5803,15.4,2859
1776714561,24.3,5803,15.4,2859
1776714564,24.3,5803,15.4,2859
1776714569,24.3,5803,15.4,2859
1776714579,24.3,5803,15.4,2859
1776714584,24.3,5803,15.4,2859
1776714587,24.3,5803,15.4,2859
